movieId,budget,genres,imdbId,poster_path,release_date,title,tmdbId
36,11000000.0,Crime|Drama,112818,http://image.tmdb.org/t/p/w185//yJo31zHepWVduOhD8swniSHCBAE.jpg,1995-12-29,Dead Man Walking (1995),687.0
38,0.0,Children|Comedy,113442,http://image.tmdb.org/t/p/w185//sdes5TrRbymELYLG85YIxmFb1OP.jpg,1995-11-17,It Takes Two (1995),33689.0
39,12000000.0,Comedy|Romance,112697,http://image.tmdb.org/t/p/w185//lTjKGaTI3mCy0j7J5Rsfl69MAYA.jpg,1995-07-19,Clueless (1995),9603.0
40,0.0,Drama,112749,http://image.tmdb.org/t/p/w185//kGPsBswFOCjiGzXq4OZwzEAAODa.jpg,1995-12-15,"Cry, the Beloved Country (1995)",34615.0
41,0.0,Drama|War,114279,http://image.tmdb.org/t/p/w185//aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,1995-12-29,Richard III (1995),31174.0
42,10000000.0,Action|Crime|Drama,112819,http://image.tmdb.org/t/p/w185//gCqfjRQtBugpmbkBrmGzCLSJo3m.jpg,1995-10-06,Dead Presidents (1995),11443.0
43,19000000.0,Drama,114272,http://image.tmdb.org/t/p/w185//wkf0z1GSbVXrGvUpT5ApBNA4VEW.jpg,1995-12-29,Restoration (1995),35196.0
44,18000000.0,Action|Adventure|Fantasy,113855,http://image.tmdb.org/t/p/w185//eUdhAq9WBXHRJSXB1SlYLBRxPLd.jpg,1995-08-18,Mortal Kombat (1995),9312.0
45,20000000.0,Comedy|Drama|Thriller,114681,http://image.tmdb.org/t/p/w185//aedhsShrlJVhLlwhtlmFJgR4Szs.jpg,1995-09-22,To Die For (1995),577.0
46,10000000.0,Drama|Romance,113347,http://image.tmdb.org/t/p/w185//o0QtyJX6npmsY5eqyqhQVytHTkd.jpg,1995-10-06,How to Make an American Quilt (1995),11861.0
47,90000000.0,Mystery|Thriller,114369,http://image.tmdb.org/t/p/w185//ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,2016-09-14,Seven (a.k.a. Se7en) (1995),807.0
48,55000000.0,Animation|Children|Drama|Musical|Romance,114148,http://image.tmdb.org/t/p/w185//kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,1995-06-14,Pocahontas (1995),10530.0
49,0.0,Drama|Romance,114916,http://image.tmdb.org/t/p/w185//f9edMkT6bLXVvZICn47ARnQ1Iu5.jpg,1995-05-05,When Night Is Falling (1995),8391.0
50,6000000.0,Crime|Mystery|Thriller,114814,http://image.tmdb.org/t/p/w185//d2IalvQ6eaEAsLVTFUEHf6roHEk.jpg,1995-07-19,"Usual Suspects, The (1995)",629.0
52,15000000.0,Comedy|Drama|Romance,113819,http://image.tmdb.org/t/p/w185//m0MZabFBNtMuFn3oNcq45M1Jws3.jpg,1995-09-13,Mighty Aphrodite (1995),11448.0
53,0.0,Adventure|Drama,110299,http://image.tmdb.org/t/p/w185//1oeLiGLbjXi32ZPIrzTrYIsKFd5.jpg,1994-01-01,Lamerica (1994),49133.0
54,0.0,Children|Comedy,112499,http://image.tmdb.org/t/p/w185//kbJqLMRUoVmNkQ4VgAtDwGis2dJ.jpg,1995-09-29,"Big Green, The (1995)",26441.0
55,0.0,Drama,113158,http://image.tmdb.org/t/p/w185//uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,1995-05-19,Georgia (1995),97406.0
57,0.0,Drama,113321,http://image.tmdb.org/t/p/w185//a8MslR6deQQVe8JR542XDSwHiPB.jpg,1995-11-02,Home for the Holidays (1995),9089.0
58,80000000.0,Comedy|Drama|Romance,110877,http://image.tmdb.org/t/p/w185//piVzOuKFLHNGLxnjwNtibC26lTy.jpg,1997-12-25,"Postman, The (Postino, Il) (1994)",11010.0
60,45000000.0,Adventure|Children|Fantasy,113419,http://image.tmdb.org/t/p/w185//6jxwjs285L16lO3XAX7FzfQpREb.jpg,1995-07-14,"Indian in the Cupboard, The (1995)",11359.0
61,20000000.0,Drama|Thriller,116260,http://image.tmdb.org/t/p/w185//y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,1996-01-12,Eye for an Eye (1996),17182.0
62,23000000.0,Drama,113862,http://image.tmdb.org/t/p/w185//kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,1995-12-29,Mr. Holland's Opus (1995),2054.0
63,0.0,Comedy|Crime,116126,http://image.tmdb.org/t/p/w185//HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,1996-01-12,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),10607.0
64,0.0,Comedy|Romance,118002,http://image.tmdb.org/t/p/w185//kvQl6sJyplWRQ0BGp0E8kBUQKO8.jpg,1996-01-12,Two if by Sea (1996),19760.0
65,15000000.0,Comedy,115683,http://image.tmdb.org/t/p/w185//pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,1996-01-12,Bio-Dome (1996),9536.0
66,0.0,Action|Sci-Fi|Thriller,116839,http://image.tmdb.org/t/p/w185//nsKDpcdC62krEPlCKKjLSHuMwwu.jpg,1996-01-12,Lawnmower Man 2: Beyond Cyberspace (1996),11525.0
68,0.0,Comedy|Romance,113149,http://image.tmdb.org/t/p/w185//5WhBRgimR7mHiB4oSmXDPXzn81j.jpg,1995-02-08,French Twist (Gazon maudit) (1995),4482.0
69,3500000.0,Comedy,113118,http://image.tmdb.org/t/p/w185//z76scMklBnEC91CFqHcvqrS5coO.jpg,1995-04-26,Friday (1995),10634.0
70,19000000.0,Action|Comedy|Horror|Thriller,116367,http://image.tmdb.org/t/p/w185//sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,1996-01-19,From Dusk Till Dawn (1996),755.0
71,50000000.0,Action,113010,http://image.tmdb.org/t/p/w185//qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,1995-11-03,Fair Game (1995),11859.0
72,0.0,Comedy|Drama,113537,http://image.tmdb.org/t/p/w185//186brkmaBmopqcM0dPs71tj9BfM.jpg,1995-10-06,Kicking and Screaming (1995),28387.0
73,0.0,Drama|War,113828,http://image.tmdb.org/t/p/w185//ct1T56BbeE60CsoFhUB4Qmq8kkf.jpg,1995-03-22,"Misérables, Les (1995)",48750.0
74,0.0,Drama|Romance,115644,http://image.tmdb.org/t/p/w185//e0Eho8TETw1RhvX9MH9i19Xf1iM.jpg,1996-01-26,Bed of Roses (1996),20927.0
75,15000000.0,Comedy|Drama,115676,http://image.tmdb.org/t/p/w185//eTFKVKCUohXDnPzqhpRQedN15ym.jpg,1996-01-26,Big Bully (1996),36929.0
76,20000000.0,Action|Sci-Fi|Thriller,114367,http://image.tmdb.org/t/p/w185//5eD94VJwaui14lBozxRQHWhA06X.jpg,1995-09-08,Screamers (1995),9102.0
77,0.0,Documentary,113973,,1995-02-18,Nico Icon (1995),124626.0
78,0.0,Action|Crime|Drama|Thriller,112744,http://image.tmdb.org/t/p/w185//otL93Cs0pHAc0pR4CF3yAY436tY.jpg,1995-11-15,"Crossing Guard, The (1995)",27526.0
79,44000000.0,Drama|Thriller,116731,http://image.tmdb.org/t/p/w185//dZ94mKfHmYqwIOd826dF5z5aGnr.jpg,1996-02-02,"Juror, The (1996)",9623.0
80,0.0,Children|Drama,112445,http://image.tmdb.org/t/p/w185//u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,1995-02-02,"White Balloon, The (Badkonake sefid) (1995)",46785.0
81,8000000.0,Crime|Drama|Romance,114660,http://image.tmdb.org/t/p/w185//sUzmpu6WwRA7KdQvt0K2YVuE0by.jpg,1995-12-01,Things to Do in Denver When You're Dead (1995),400.0
82,900000.0,Comedy|Drama,112379,http://image.tmdb.org/t/p/w185//7Yz6IXplDRtasBwRkdv0OguIV0B.jpg,1995-09-12,Antonia's Line (Antonia) (1995),880.0
83,0.0,Drama|Romance,114039,,1996-01-26,Once Upon a Time... When We Were Colored (1995),146599.0
85,0.0,Drama|Romance,112365,http://image.tmdb.org/t/p/w185//qScw5w5NTkmcVvRmrfWmQW4JHpe.jpg,1995-09-10,Angels and Insects (1995),8447.0
86,38000000.0,Action|Adventure|Drama,118158,http://image.tmdb.org/t/p/w185//rNWFsKrTGRCTKsT9dGx9vwWP8tA.jpg,1996-02-02,White Squall (1996),10534.0
87,16000000.0,Children|Comedy,116151,http://image.tmdb.org/t/p/w185//mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,1996-01-12,Dunston Checks In (1996),17414.0
88,0.0,Comedy,115697,http://image.tmdb.org/t/p/w185//bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,1996-02-01,Black Sheep (1996),13997.0
89,8169363.0,Action|Thriller,113972,http://image.tmdb.org/t/p/w185//A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,1995-11-22,Nick of Time (1995),2086.0
92,47000000.0,Drama|Horror|Thriller,117002,http://image.tmdb.org/t/p/w185//qTOR9GuN46QMfBqEiTddiGFIR58.jpg,1996-02-23,Mary Reilly (1996),9095.0
93,14000000.0,Comedy|Horror|Romance,114825,http://image.tmdb.org/t/p/w185//6lO6P7KhIjoxVOQ9AzjHseQqPz5.jpg,1995-10-26,Vampire in Brooklyn (1995),12158.0
94,0.0,Comedy|Drama|Romance,115639,http://image.tmdb.org/t/p/w185//jAeLsviLiXvpB4t9Q8Mfq5KZWF9.jpg,1996-02-09,Beautiful Girls (1996),9283.0
95,50000000.0,Action|Adventure|Thriller,115759,http://image.tmdb.org/t/p/w185//2AlvHCeaZtFeR2H0IDoa2BmXOyK.jpg,1996-02-09,Broken Arrow (1996),9208.0
96,0.0,Comedy|Drama,113403,http://image.tmdb.org/t/p/w185//cl5WtKNYL7porHGCroRTAKCGlTM.jpg,1995-12-01,In the Bleak Midwinter (1995),40154.0
97,23000000.0,Crime|Drama,113247,http://image.tmdb.org/t/p/w185//2icwBom0t5nmOuZI9FVXF3gkMK0.jpg,2018-10-19,"Hate (Haine, La) (1995)",406.0
99,0.0,Documentary,113283,http://image.tmdb.org/t/p/w185//laPSb9I8TuYslOh1OcgaTByWKnw.jpg,1995-12-27,Heidi Fleiss: Hollywood Madam (1995),63076.0
100,0.0,Drama|Thriller,115907,http://image.tmdb.org/t/p/w185//8Xd2EQlQ4a6ABycfQbeDucMKDB3.jpg,1996-02-16,City Hall (1996),11062.0
101,7000000.0,Adventure|Comedy|Crime|Romance,115734,http://image.tmdb.org/t/p/w185//9ZTDOI0CB1WABPMH2zV5Gd5g414.jpg,1996-02-21,Bottle Rocket (1996),13685.0
102,0.0,Comedy,117102,http://image.tmdb.org/t/p/w185//yGbPzJ5hib2TFi0Rkb6JH8webaL.jpg,1996-02-16,Mr. Wrong (1996),47475.0
103,18000000.0,Mystery|Sci-Fi|Thriller,118040,http://image.tmdb.org/t/p/w185//9BsUBr4xYHO4ME28Xz3Y67lwKKb.jpg,1996-02-23,Unforgettable (1996),2045.0
104,10000000.0,Comedy,116483,http://image.tmdb.org/t/p/w185//4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,1996-02-16,Happy Gilmore (1996),9614.0
105,24000000.0,Drama|Romance,112579,http://image.tmdb.org/t/p/w185//8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,1995-05-28,"Bridges of Madison County, The (1995)",688.0
106,0.0,Comedy|Drama,110251,,2017-01-01,Nobody Loves Me (Keiner liebt mich) (1994),11907.0
107,0.0,Adventure|Children|Comedy|Musical,117110,http://image.tmdb.org/t/p/w185//35ujbloqx6v4YtHGQIrGPbwRFML.jpg,1996-02-16,Muppet Treasure Island (1996),10874.0
108,0.0,Documentary,112646,http://image.tmdb.org/t/p/w185//sQ2dk0qd3rhfT1776GcFnLj4s1U.jpg,1995-12-08,Catwalk (1996),89333.0
110,72000000.0,Action|Drama|War,112573,http://image.tmdb.org/t/p/w185//or1gBugydmjToAEq7OZY0owwFk.jpg,1995-05-24,Braveheart (1995),197.0
111,1300000.0,Crime|Drama|Thriller,75314,http://image.tmdb.org/t/p/w185//ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,Taxi Driver (1976),103.0
112,7500000.0,Action|Adventure|Comedy|Crime,113326,http://image.tmdb.org/t/p/w185//1nAfchiXHQB3iyhK8fCJJEnNs5A.jpg,1995-01-30,Rumble in the Bronx (Hont faan kui) (1995),33542.0
113,35000000.0,Drama|Mystery,115645,http://image.tmdb.org/t/p/w185//1DRXjwsl1G8zwXECH25ZD2yr2lO.jpg,1996-02-23,Before and After (1996),43566.0
116,0.0,Documentary,112373,http://image.tmdb.org/t/p/w185//xS47oTLlMn8UbG81MpA2jVOlkM8.jpg,1995-06-08,Anne Frank Remembered (1995),51352.0
117,0.0,Crime|Drama,115033,http://image.tmdb.org/t/p/w185//rM6yyxj77tZBL7JBkPCkXMSnAhs.jpg,1995-01-20,"Young Poisoner's Handbook, The (1995)",16934.0
118,0.0,Comedy|Romance,116606,http://image.tmdb.org/t/p/w185//ig5LhLEnlt7QCyYjgui082fO4ih.jpg,1996-03-08,If Lucy Fell (1996),10324.0
119,25000000.0,Comedy,114536,,1995-09-29,"Steal Big, Steal Little (1995)",78406.0
121,0.0,Drama,106473,http://image.tmdb.org/t/p/w185//rY2OmKjJmEcnDiivqrZwz6m3XpP.jpg,1992-12-06,"Boys of St. Vincent, The (1992)",32119.0
122,40000000.0,Comedy|Romance,103859,http://image.tmdb.org/t/p/w185//cc9YAZq5NXiIEJsHjW7p2FaHQkp.jpg,1992-06-30,Boomerang (1992),11066.0
123,0.0,Drama|Mystery|Romance,109424,http://image.tmdb.org/t/p/w185//fsudYlZ4bpXimQ34DwH8nf4R77p.jpg,1994-07-14,Chungking Express (Chung Hing sam lam) (1994),11104.0
125,7000000.0,Comedy,116324,http://image.tmdb.org/t/p/w185//sRRdVLuxk8OLCDRd4u4xDrDdwv7.jpg,1996-03-22,Flirting With Disaster (1996),2074.0
126,17000000.0,Adventure|Children|Fantasy,110647,http://image.tmdb.org/t/p/w185//o75HHfr23sgeqIeUPwjKY0V9Ppi.jpg,1994-10-26,"NeverEnding Story III, The (1994)",27793.0
128,0.0,Documentary,110217,,1995-01-01,Jupiter's Wife (1994),290157.0
129,0.0,Comedy|Romance,114131,http://image.tmdb.org/t/p/w185//iZs2BzP1nbrcHCDX3QEHa3Nn0y4.jpg,1996-02-09,Pie in the Sky (1996),110972.0
132,50000000.0,Thriller,113451,http://image.tmdb.org/t/p/w185//lPkDrz6e5DWkKailsx3mIjtq0GF.jpg,1995-10-13,Jade (1995),11863.0
135,0.0,Comedy,116130,http://image.tmdb.org/t/p/w185//tYdGWz9oncuhqxn5eAK5CpjCiYo.jpg,1996-03-01,Down Periscope (1996),9101.0
137,0.0,Documentary,113756,http://image.tmdb.org/t/p/w185//jVO3Gvsdqe5C9Jr7cE1fSOtW2Op.jpg,1995-09-15,Man of the Year (1995),5757.0
140,60000000.0,Drama|Romance,118055,http://image.tmdb.org/t/p/w185//2yf1pCiQk6JMy4k5zxf39YXQxGB.jpg,1996-03-01,Up Close and Personal (1996),9302.0
141,31000000.0,Comedy,115685,http://image.tmdb.org/t/p/w185//bEyK1K1EgWapeKgkcOLC1ejl9nj.jpg,1996-03-08,"Birdcage, The (1996)",11000.0
144,0.0,Comedy,112585,http://image.tmdb.org/t/p/w185//6oWsOJP0ed5gs8n2UywcailoxFN.jpg,1995-08-09,"Brothers McMullen, The (1995)",16388.0
145,19000000.0,Action|Comedy|Crime|Drama|Thriller,112442,http://image.tmdb.org/t/p/w185//x1ygBecKHfXX4M2kRhmFKWfWbJc.jpg,1995-04-07,Bad Boys (1995),9737.0
146,0.0,Adventure|Children,112342,http://image.tmdb.org/t/p/w185//tIK40vCE9i8g4VhyJ3LLr5y1ROJ.jpg,1995-08-25,"Amazing Panda Adventure, The (1995)",30765.0
147,0.0,Drama,112461,http://image.tmdb.org/t/p/w185//9qX10tQz0hvppk30CDrz73fZTPQ.jpg,1995-04-21,"Basketball Diaries, The (1995)",10474.0
148,4000000.0,Drama,112427,http://image.tmdb.org/t/p/w185//tfXBuRBMbyu9IF9KCFz3kXeWQDT.jpg,1995-07-21,"Awfully Big Adventure, An (1995)",22279.0
149,0.0,Crime|Drama|Thriller,109093,http://image.tmdb.org/t/p/w185//vUgcNFptpK2YgotwhZJ8HmsvbKZ.jpg,1994-08-05,Amateur (1994),30157.0
150,52000000.0,Adventure|Drama|IMAX,112384,http://image.tmdb.org/t/p/w185//oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,1995-06-30,Apollo 13 (1995),568.0
151,28000000.0,Action|Drama|Romance|War,114287,http://image.tmdb.org/t/p/w185//oyOR8EygIDY7s2ubQyajulWsj9D.jpg,1995-04-13,Rob Roy (1995),11780.0
152,0.0,Drama|Horror,112288,http://image.tmdb.org/t/p/w185//ps0vYKN5YQz5zTLZac6FayUaHbg.jpg,1995-01-10,"Addiction, The (1995)",34996.0
153,100000000.0,Action|Adventure|Comedy|Crime,112462,http://image.tmdb.org/t/p/w185//k6EQ2OewzjF8TcPgok9wxpPAgXW.jpg,1995-06-16,Batman Forever (1995),414.0
154,0.0,Drama,61395,http://image.tmdb.org/t/p/w185//6FkuJLX3NPYRYheNIAxuQS8UHl3.jpg,1967-05-24,Beauty of the Day (Belle de jour) (1967),649.0
155,23000000.0,Adventure|Drama|War,112495,http://image.tmdb.org/t/p/w185//aVYw8aQs9599aWzoSswQvgNoCat.jpg,1995-05-24,Beyond Rangoon (1995),1873.0
156,2000000.0,Comedy|Drama,112541,http://image.tmdb.org/t/p/w185//yBFNJA95MNiasdNUPCU6otdtJE8.jpg,1995-09-15,Blue in the Face (1995),5894.0
157,11000000.0,Comedy|War,109370,http://image.tmdb.org/t/p/w185//bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg,1995-06-08,Canadian Bacon (1995),1775.0
158,50000000.0,Adventure|Children,112642,http://image.tmdb.org/t/p/w185//2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg,1995-05-26,Casper (1995),8839.0
159,25000000.0,Crime|Drama|Mystery,112688,http://image.tmdb.org/t/p/w185//c79uqLJleho2a7OQayfrW5Ypphf.jpg,1995-09-15,Clockers (1995),20649.0
160,50000000.0,Action|Adventure|Mystery|Sci-Fi,112715,http://image.tmdb.org/t/p/w185//hPNSToNIIpRO6y5Rh973leqQqNr.jpg,1995-06-09,Congo (1995),10329.0
161,53000000.0,Drama|Thriller|War,112740,http://image.tmdb.org/t/p/w185//21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg,1995-05-12,Crimson Tide (1995),8963.0
162,0.0,Documentary,109508,http://image.tmdb.org/t/p/w185//q3fFSO9jZkbLVjMtw47nAdOftnd.jpg,1994-09-10,Crumb (1994),26564.0
163,7000000.0,Action|Romance|Western,112851,http://image.tmdb.org/t/p/w185//iqvl6agRhUpflruJV4Y6XIHDMtf.jpg,1995-08-25,Desperado (1995),8068.0
164,27000000.0,Crime|Film-Noir|Mystery|Thriller,112857,http://image.tmdb.org/t/p/w185//a2mYvmkHWgYbDX8L7lj1CPxYvPN.jpg,1995-09-15,Devil in a Blue Dress (1995),8512.0
165,90000000.0,Action|Crime|Thriller,112864,http://image.tmdb.org/t/p/w185//7mBUd8Y6AhcdICaMnSV8UPtF8rc.jpg,1995-05-19,Die Hard: With a Vengeance (1995),1572.0
166,0.0,Comedy|Crime|Drama,112887,http://image.tmdb.org/t/p/w185//l9zs606Y1s92dEfp6pTAJgzScI7.jpg,1995-10-27,"Doom Generation, The (1995)",13552.0
168,55000000.0,Action|Drama|Romance,113071,http://image.tmdb.org/t/p/w185//hfJgGZADsXvrtFcptryC9r5Djsb.jpg,1995-07-07,First Knight (1995),6520.0
169,0.0,Adventure|Children|Drama,113114,http://image.tmdb.org/t/p/w185//ixaRL2YZ1qjFfVqjdiUxRaJj2cY.jpg,1995-07-19,Free Willy 2: The Adventure Home (1995),9073.0
170,20000000.0,Action|Adventure|Crime|Thriller,113243,http://image.tmdb.org/t/p/w185//qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,1995-09-14,Hackers (1995),10428.0
171,0.0,Comedy|Drama,113464,http://image.tmdb.org/t/p/w185//xK2rlzx2tv68ztP3cD8YTtcKYP1.jpg,1995-08-18,Jeffrey (1995),17447.0
172,25000000.0,Action|Sci-Fi|Thriller,113481,http://image.tmdb.org/t/p/w185//iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,1995-05-26,Johnny Mnemonic (1995),9886.0
173,90000000.0,Action|Crime|Sci-Fi,113492,http://image.tmdb.org/t/p/w185//9nro7rY3HP1Ym53uqgp4s8Uwjl4.jpg,1995-06-30,Judge Dredd (1995),9482.0
174,0.0,Comedy,113500,http://image.tmdb.org/t/p/w185//l0YDvSdz4EIzLHWLNmJMbN0PJIL.jpg,1995-04-12,Jury Duty (1995),19326.0
175,1500000.0,Drama,113540,http://image.tmdb.org/t/p/w185//eyJGC7CrxyUbcrXNlWCu6tFMy1v.jpg,1995-07-28,Kids (1995),9344.0
176,500000.0,Comedy,113677,http://image.tmdb.org/t/p/w185//wk3NlI3IuBCpCMK9rUeHHH79EMQ.jpg,1995-07-21,Living in Oblivion (1995),9071.0
177,0.0,Horror,113690,http://image.tmdb.org/t/p/w185//9OPWwSxchtS9NnQbftv9JP5ADcl.jpg,1995-08-25,Lord of Illusions (1995),8973.0
178,0.0,Comedy|Drama,107447,http://image.tmdb.org/t/p/w185//tKyijpOvcb63TKzmmzpWV5EHNrw.jpg,1992-11-13,Love & Human Remains (1993),15730.0
179,0.0,Drama|Romance,113729,http://image.tmdb.org/t/p/w185//6B3aIJcGWBUzNvMkjuRZU4PUQjT.jpg,1995-05-26,Mad Love (1995),47608.0
